0.1595,-0.5696,-0.1921,0.0705,-0.4105,-1.0327,-1.1359,-0.0507,0,0,0,0,0
0.16224,-0.57006,-0.18967,0.062566,-0.41392,-1.0168,-1.1332,-0.052664,-0.075581,0.072749,-0.031198,0.028366,0
0.1649,-0.5705,-0.18731,0.054958,-0.4173,-1.0011,-1.1306,-0.05441,-0.14863,0.14398,-0.061075,0.056417,0
0.16749,-0.5709,-0.18501,0.04765,-0.42063,-0.98555,-1.1282,-0.055961,-0.21932,0.21376,-0.089723,0.08416,0
0.17002,-0.57129,-0.18276,0.040617,-0.42392,-0.97016,-1.1258,-0.057335,-0.28779,0.28217,-0.11722,0.1116,0
0.17249,-0.57165,-0.18057,0.033839,-0.42717,-0.95492,-1.1235,-0.05855,-0.35418,0.34927,-0.14365,0.13875,0
0.17489,-0.57199,-0.17843,0.027297,-0.43039,-0.93983,-1.1213,-0.05962,-0.41859,0.41512,-0.16906,0.1656,0
0.17724,-0.57231,-0.17634,0.020974,-0.43358,-0.92488,-1.1192,-0.060559,-0.48113,0.47977,-0.19353,0.19217,0
0.17954,-0.57261,-0.17429,0.014856,-0.43673,-0.91007,-1.1172,-0.061378,-0.54189,0.54327,-0.21709,0.21847,0
0.18178,-0.5729,-0.17229,0.0089294,-0.43987,-0.8954,-1.1154,-0.062089,-0.60097,0.60566,-0.2398,0.24449,0
0.18397,-0.57317,-0.17033,0.0031817,-0.44298,-0.88085,-1.1136,-0.0627,-0.65844,0.66698,-0.26169,0.27024,0
0.18612,-0.57342,-0.16841,-0.0023976,-0.44607,-0.86642,-1.1118,-0.063221,-0.71436,0.72727,-0.28282,0.29572,0
0.18822,-0.57366,-0.16653,-0.0078184,-0.44915,-0.85211,-1.1102,-0.063658,-0.76882,0.78655,-0.30321,0.32095,0
0.19028,-0.57389,-0.16469,-0.01309,-0.45221,-0.83791,-1.1087,-0.064019,-0.82185,0.84487,-0.3229,0.34592,0
0.19229,-0.5741,-0.16288,-0.018219,-0.45526,-0.82382,-1.1073,-0.064309,-0.87353,0.90225,-0.34191,0.37064,0
0.19427,-0.5743,-0.16111,-0.023215,-0.4583,-0.80983,-1.106,-0.064535,-0.92389,0.95873,-0.36028,0.39511,0
0.1962,-0.57449,-0.15937,-0.028083,-0.46134,-0.79594,-1.1047,-0.064701,-0.97299,1.0143,-0.37802,0.41934,0
0.1981,-0.57466,-0.15766,-0.03283,-0.46438,-0.78214,-1.1036,-0.064812,-1.0209,1.069,-0.39517,0.44333,0
0.19996,-0.57482,-0.15599,-0.037462,-0.46741,-0.76842,-1.1026,-0.064873,-1.0676,1.1229,-0.41174,0.46709,0
0.20178,-0.57498,-0.15435,-0.041983,-0.47045,-0.75478,-1.1016,-0.064887,-1.1131,1.176,-0.42776,0.49062,0
0.20357,-0.57512,-0.15273,-0.0464,-0.47349,-0.74122,-1.1008,-0.064858,-1.1576,1.2283,-0.44323,0.51392,0
0.20532,-0.57525,-0.15115,-0.050715,-0.47654,-0.72773,-1.1,-0.064789,-1.201,1.2798,-0.45819,0.537,0
0.20704,-0.57537,-0.14959,-0.054935,-0.47961,-0.7143,-1.0993,-0.064683,-1.2433,1.3305,-0.47264,0.55986,0
0.20873,-0.57548,-0.14806,-0.059061,-0.48268,-0.70093,-1.0988,-0.064543,-1.2846,1.3805,-0.4866,0.58251,0
0.21039,-0.57559,-0.14656,-0.063099,-0.48577,-0.68762,-1.0983,-0.064371,-1.325,1.4298,-0.50009,0.60495,0
0.21201,-0.57568,-0.14508,-0.06705,-0.48888,-0.67435,-1.0979,-0.06417,-1.3643,1.4784,-0.51311,0.62719,0
0.21361,-0.57576,-0.14363,-0.07092,-0.49201,-0.66112,-1.0976,-0.063942,-1.4028,1.5263,-0.52568,0.64923,0
0.21517,-0.57584,-0.14221,-0.074709,-0.49516,-0.64793,-1.0975,-0.063688,-1.4403,1.5736,-0.5378,0.67107,0
0.21671,-0.5759,-0.1408,-0.078422,-0.49833,-0.63477,-1.0974,-0.063412,-1.4769,1.6201,-0.54949,0.69272,0
0.21822,-0.57596,-0.13942,-0.082061,-0.50154,-0.62164,-1.0974,-0.063113,-1.5126,1.6661,-0.56076,0.71419,0
0.2197,-0.57601,-0.13807,-0.085628,-0.50477,-0.60852,-1.0975,-0.062795,-1.5475,1.7114,-0.57161,0.73548,0
0.22116,-0.57605,-0.13673,-0.089125,-0.50803,-0.59542,-1.0978,-0.062459,-1.5815,1.7561,-0.58205,0.7566,0
0.22259,-0.57608,-0.13542,-0.092555,-0.51134,-0.58233,-1.0981,-0.062105,-1.6147,1.8002,-0.59208,0.77754,0
0.22399,-0.5761,-0.13413,-0.09592,-0.51467,-0.56923,-1.0985,-0.061736,-1.6471,1.8437,-0.60172,0.79833,0
0.22537,-0.57611,-0.13286,-0.099221,-0.51805,-0.55613,-1.0991,-0.061352,-1.6787,1.8867,-0.61097,0.81896,0
0.22672,-0.57611,-0.13161,-0.10246,-0.52147,-0.54302,-1.0998,-0.060955,-1.7095,1.9291,-0.61982,0.83944,0
0.22805,-0.57611,-0.13039,-0.10564,-0.52493,-0.52989,-1.1005,-0.060545,-1.7395,1.971,-0.62829,0.85979,0
0.22935,-0.57609,-0.12918,-0.10876,-0.52844,-0.51674,-1.1014,-0.060124,-1.7687,2.0124,-0.63638,0.87999,0
0.23064,-0.57607,-0.12799,-0.11183,-0.53199,-0.50356,-1.1024,-0.059693,-1.7972,2.0532,-0.64408,0.90007,0
0.23189,-0.57604,-0.12682,-0.11483,-0.5356,-0.49035,-1.1036,-0.059251,-1.8249,2.0936,-0.65139,0.92004,0
0.23313,-0.576,-0.12566,-0.11779,-0.53926,-0.47709,-1.1048,-0.058801,-1.8519,2.1335,-0.65833,0.93989,0
0.23434,-0.57594,-0.12453,-0.12069,-0.54297,-0.46379,-1.1062,-0.058343,-1.8781,2.1729,-0.66488,0.95965,0
0.23553,-0.57588,-0.12341,-0.12354,-0.54673,-0.45043,-1.1077,-0.057878,-1.9036,2.2118,-0.67104,0.97931,0
0.2367,-0.57581,-0.12231,-0.12634,-0.55056,-0.43702,-1.1093,-0.057406,-1.9283,2.2504,-0.6768,0.9989,0
0.23785,-0.57572,-0.12123,-0.1291,-0.55443,-0.42354,-1.1111,-0.056928,-1.9523,2.2885,-0.68217,1.0184,0
0.23898,-0.57563,-0.12016,-0.1318,-0.55837,-0.41,-1.1129,-0.056445,-1.9755,2.3262,-0.68714,1.0379,0
0.24008,-0.57552,-0.11911,-0.13445,-0.56237,-0.39639,-1.115,-0.055956,-1.998,2.3636,-0.69169,1.0573,0
0.24117,-0.5754,-0.11808,-0.13706,-0.56642,-0.3827,-1.1171,-0.055464,-2.0197,2.4006,-0.69583,1.0767,0
0.24223,-0.57527,-0.11706,-0.13963,-0.57053,-0.36893,-1.1194,-0.054967,-2.0407,2.4372,-0.69953,1.0961,0
0.24328,-0.57512,-0.11605,-0.14215,-0.57469,-0.35509,-1.1218,-0.054467,-2.0609,2.4735,-0.70279,1.1155,0
0.2443,-0.57496,-0.11506,-0.14463,-0.57891,-0.34118,-1.1244,-0.053965,-2.0803,2.5096,-0.7056,1.1349,0
0.24531,-0.57479,-0.11409,-0.14706,-0.58317,-0.32719,-1.1271,-0.053459,-2.0989,2.5453,-0.70793,1.1543,0
0.24629,-0.5746,-0.11313,-0.14945,-0.58748,-0.31314,-1.1299,-0.052952,-2.1167,2.5808,-0.70978,1.1738,0
0.24726,-0.57439,-0.11218,-0.1518,-0.59182,-0.29902,-1.1329,-0.052442,-2.1337,2.616,-0.71112,1.1934,0
0.2482,-0.57416,-0.11124,-0.15411,-0.59619,-0.28486,-1.136,-0.051932,-2.1498,2.651,-0.71193,1.2131,0
0.24913,-0.57392,-0.11032,-0.15637,-0.60058,-0.27067,-1.1392,-0.05142,-2.1651,2.6859,-0.7122,1.2329,0
0.25003,-0.57365,-0.10941,-0.1586,-0.60498,-0.25646,-1.1425,-0.050907,-2.1795,2.7205,-0.71189,1.2529,0
0.25092,-0.57337,-0.10851,-0.16079,-0.60937,-0.24227,-1.146,-0.050394,-2.193,2.755,-0.71099,1.2731,0
0.25179,-0.57306,-0.10763,-0.16294,-0.61373,-0.22812,-1.1495,-0.049881,-2.2055,2.7894,-0.70948,1.2934,0
0.25264,-0.57273,-0.10675,-0.16505,-0.61804,-0.21405,-1.153,-0.049368,-2.2171,2.8237,-0.70732,1.314,0
0.25346,-0.57237,-0.10589,-0.16712,-0.62228,-0.2001,-1.1567,-0.048855,-2.2277,2.858,-0.7045,1.3347,0
0.25427,-0.57199,-0.10504,-0.16915,-0.62643,-0.18633,-1.1603,-0.048342,-2.2373,2.8921,-0.70101,1.3558,0
0.25506,-0.57158,-0.1042,-0.17115,-0.63045,-0.17278,-1.1639,-0.04783,-2.246,2.9263,-0.69682,1.3771,0
0.25583,-0.57115,-0.10337,-0.17311,-0.63432,-0.15952,-1.1675,-0.04732,-2.2536,2.9604,-0.69192,1.3988,0
0.25659,-0.57069,-0.10255,-0.17503,-0.63801,-0.14662,-1.1711,-0.04681,-2.2601,2.9945,-0.68632,1.4207,0
0.25732,-0.5702,-0.10174,-0.17692,-0.64148,-0.13413,-1.1745,-0.046302,-2.2657,3.0286,-0.68002,1.4429,0
0.25803,-0.56969,-0.10094,-0.17877,-0.64471,-0.12211,-1.1777,-0.045795,-2.2703,3.0626,-0.67303,1.4654,0
0.25873,-0.56915,-0.10015,-0.18058,-0.64767,-0.11064,-1.1808,-0.04529,-2.2739,3.0967,-0.66536,1.4881,0
0.2594,-0.56859,-0.099367,-0.18236,-0.65035,-0.099739,-1.1837,-0.044787,-2.2766,3.1306,-0.65705,1.5111,0
0.26006,-0.568,-0.098597,-0.18411,-0.65272,-0.089466,-1.1864,-0.044286,-2.2783,3.1646,-0.64814,1.5344,0
0.26071,-0.56739,-0.097837,-0.18582,-0.65478,-0.079845,-1.1888,-0.043787,-2.2792,3.1984,-0.63864,1.5578,0
0.26133,-0.56677,-0.097087,-0.18751,-0.65653,-0.07089,-1.1909,-0.04329,-2.2793,3.2321,-0.62862,1.5814,0
0.26194,-0.56612,-0.096347,-0.18916,-0.65796,-0.062606,-1.1927,-0.042795,-2.2787,3.2657,-0.61811,1.6051,0
0.26253,-0.56546,-0.095617,-0.19078,-0.65909,-0.054985,-1.1943,-0.042303,-2.2773,3.2992,-0.60714,1.629,0
0.26311,-0.56479,-0.094897,-0.19237,-0.65993,-0.048009,-1.1956,-0.041814,-2.2753,3.3325,-0.59577,1.6529,0
0.26367,-0.5641,-0.094187,-0.19393,-0.66049,-0.041654,-1.1967,-0.041327,-2.2727,3.3655,-0.58402,1.6769,0
0.26422,-0.5634,-0.093487,-0.19546,-0.66079,-0.035889,-1.1974,-0.040843,-2.2695,3.3984,-0.57193,1.7009,0
0.26475,-0.56269,-0.092797,-0.19696,-0.66086,-0.030679,-1.198,-0.040362,-2.2657,3.431,-0.55952,1.7249,0
0.26527,-0.56198,-0.092117,-0.19844,-0.6607,-0.025987,-1.1983,-0.039884,-2.2614,3.4635,-0.54683,1.7489,0
0.26578,-0.56125,-0.091447,-0.19989,-0.66035,-0.021775,-1.1984,-0.039409,-2.2567,3.4956,-0.53386,1.7728,0
0.26627,-0.56051,-0.090786,-0.20131,-0.65981,-0.018006,-1.1984,-0.038938,-2.2514,3.5276,-0.52064,1.7968,0
0.26675,-0.55977,-0.090135,-0.20271,-0.65911,-0.014643,-1.1981,-0.038469,-2.2457,3.5592,-0.50718,1.8207,0
0.26722,-0.55902,-0.089493,-0.20408,-0.65827,-0.01165,-1.1978,-0.038004,-2.2396,3.5907,-0.49349,1.8445,0
0.26767,-0.55827,-0.088861,-0.20542,-0.6573,-0.0089952,-1.1972,-0.037542,-2.2331,3.6218,-0.47958,1.8683,0
0.26811,-0.55751,-0.088238,-0.20675,-0.65621,-0.0066462,-1.1966,-0.037083,-2.2261,3.6528,-0.46546,1.8921,0
0.26854,-0.55674,-0.087625,-0.20804,-0.65503,-0.0045743,-1.1958,-0.036628,-2.2188,3.6834,-0.45113,1.9158,0
0.26896,-0.55596,-0.08702,-0.20932,-0.65375,-0.0027527,-1.195,-0.036176,-2.211,3.7139,-0.4366,1.9394,0
0.26937,-0.55518,-0.086423,-0.21057,-0.65241,-0.0011567,-1.194,-0.035728,-2.2029,3.7441,-0.42187,1.963,0
