0.23566,-0.99864,0.16211,-0.29806,0.060276,-0.067527
0.23209,-0.98366,0.15972,-0.2936,0.059378,-0.06651
0.22858,-0.96891,0.15737,-0.2892,0.058493,-0.065508
0.22512,-0.95437,0.15504,-0.28488,0.057621,-0.064521
0.22172,-0.94005,0.15275,-0.28061,0.056761,-0.063549
0.21837,-0.92595,0.15049,-0.27641,0.055914,-0.062591
0.21507,-0.91206,0.14827,-0.27227,0.055079,-0.061649
0.21183,-0.89838,0.14607,-0.2682,0.054256,-0.06072
0.20864,-0.8849,0.14391,-0.26418,0.053445,-0.059805
0.20549,-0.87163,0.14177,-0.26023,0.052646,-0.058904
0.20239,-0.85855,0.13967,-0.25633,0.051858,-0.058017
0.19934,-0.84567,0.1376,-0.25249,0.051082,-0.057143
0.19634,-0.83298,0.13556,-0.24871,0.050318,-0.056282
0.19339,-0.82049,0.13354,-0.24499,0.049564,-0.055434
0.19048,-0.80818,0.13156,-0.24132,0.048822,-0.054599
0.18761,-0.79606,0.1296,-0.2377,0.048091,-0.053777
0.18479,-0.78411,0.12768,-0.23414,0.047371,-0.052967
0.18201,-0.77235,0.12578,-0.23064,0.046661,-0.052169
0.17927,-0.76077,0.12391,-0.22718,0.045962,-0.051383
0.17658,-0.74935,0.12206,-0.22378,0.045273,-0.050609
0.17392,-0.73811,0.12025,-0.22043,0.044594,-0.049847
0.17131,-0.72704,0.11846,-0.21713,0.043926,-0.049096
0.16873,-0.71613,0.11669,-0.21388,0.043267,-0.048357
0.1662,-0.70539,0.11495,-0.21067,0.042618,-0.047628
0.1637,-0.69481,0.11324,-0.20752,0.041979,-0.046911
0.16124,-0.68439,0.11155,-0.20441,0.041349,-0.046204
0.15882,-0.67412,0.10989,-0.20135,0.040729,-0.045508
0.15644,-0.66401,0.10825,-0.19833,0.040118,-0.044823
0.15409,-0.65405,0.10664,-0.19536,0.039516,-0.044148
0.15177,-0.64423,0.10505,-0.19243,0.038923,-0.043483
0.1495,-0.63457,0.10348,-0.18955,0.038339,-0.042828
0.14725,-0.62505,0.10194,-0.18671,0.037763,-0.042183
0.14504,-0.61567,0.10042,-0.18391,0.037197,-0.041548
0.14287,-0.60644,0.098922,-0.18116,0.036638,-0.040922
0.14072,-0.59734,0.097446,-0.17845,0.036088,-0.040306
0.13861,-0.58838,0.095992,-0.17577,0.035546,-0.039699
0.13653,-0.57955,0.09456,-0.17314,0.035013,-0.039101
0.13448,-0.57086,0.093149,-0.17055,0.034487,-0.038512
0.13246,-0.5623,0.091758,-0.16799,0.033969,-0.037932
0.13048,-0.55386,0.090389,-0.16547,0.033459,-0.037361
0.12852,-0.54555,0.089039,-0.163,0.032957,-0.036798
0.12659,-0.53737,0.08771,-0.16055,0.032462,-0.036244
0.12469,-0.52931,0.0864,-0.15815,0.031974,-0.035698
0.12282,-0.52137,0.08511,-0.15578,0.031494,-0.035161
0.12098,-0.51355,0.083839,-0.15345,0.031021,-0.034632
0.11916,-0.50584,0.082587,-0.15115,0.030555,-0.03411
0.11738,-0.49825,0.081354,-0.14888,0.030096,-0.033597
0.11562,-0.49078,0.080138,-0.14665,0.029644,-0.033091
0.11388,-0.48342,0.078941,-0.14445,0.029199,-0.032593
0.11217,-0.47617,0.077762,-0.14229,0.02876,-0.032102
0.11049,-0.46902,0.0766,-0.14016,0.028328,-0.031619
0.10884,-0.46199,0.075456,-0.13806,0.027903,-0.031143
0.1072,-0.45506,0.074328,-0.13599,0.027484,-0.030674
0.1056,-0.44823,0.073217,-0.13395,0.027071,-0.030213
0.10401,-0.44151,0.072123,-0.13195,0.026664,-0.029758
0.10245,-0.43488,0.071045,-0.12997,0.026264,-0.02931
0.10092,-0.42836,0.069984,-0.12802,0.025869,-0.028869
0.099403,-0.42193,0.068938,-0.1261,0.02548,-0.028435
0.097912,-0.4156,0.067907,-0.12421,0.025098,-0.028007
0.096444,-0.40937,0.066892,-0.12235,0.024721,-0.027586
0.094998,-0.40323,0.065892,-0.12052,0.024349,-0.027171
0.093574,-0.39718,0.064907,-0.11871,0.023983,-0.026762
0.092171,-0.39122,0.063936,-0.11694,0.023623,-0.02636
0.090789,-0.38535,0.062981,-0.11518,0.023268,-0.025963
0.089427,-0.37957,0.062039,-0.11346,0.022919,-0.025573
0.088087,-0.37388,0.061111,-0.11176,0.022574,-0.025188
0.086766,-0.36827,0.060197,-0.11008,0.022235,-0.02481
0.085465,-0.36275,0.059297,-0.10843,0.021901,-0.024437
0.084184,-0.3573,0.05841,-0.10681,0.021572,-0.02407
0.082921,-0.35194,0.057537,-0.10521,0.021248,-0.023708
0.081678,-0.34666,0.056676,-0.10363,0.020929,-0.023351
0.080454,-0.34146,0.055828,-0.10208,0.020614,-0.023001
0.079247,-0.33634,0.054993,-0.10055,0.020305,-0.022655
0.078059,-0.3313,0.054171,-0.09904,0.02,-0.022315
0.076889,-0.32633,0.05336,-0.097555,0.019699,-0.021979
0.075736,-0.32143,0.052562,-0.096093,0.019403,-0.021649
0.0746,-0.31661,0.051776,-0.094653,0.019112,-0.021324
0.073482,-0.31186,0.051001,-0.093234,0.018825,-0.021004
0.07238,-0.30718,0.050238,-0.091836,0.018542,-0.020689
0.071295,-0.30257,0.049486,-0.090459,0.018263,-0.020378
0.070226,-0.29804,0.048746,-0.089103,0.017989,-0.020072
0.069173,-0.29356,0.048017,-0.087767,0.017719,-0.019771
0.068136,-0.28916,0.047298,-0.086452,0.017453,-0.019474
0.067114,-0.28482,0.04659,-0.085155,0.017191,-0.019182
0.066108,-0.28055,0.045893,-0.083879,0.016932,-0.018894
0.065117,-0.27634,0.045206,-0.082621,0.016678,-0.01861
0.064141,-0.2722,0.04453,-0.081382,0.016428,-0.018331
0.063179,-0.26811,0.043863,-0.080162,0.016181,-0.018056
0.062232,-0.26409,0.043207,-0.07896,0.015938,-0.017785
0.061299,-0.26013,0.04256,-0.077776,0.015699,-0.017519
0.060379,-0.25623,0.041923,-0.076609,0.015463,-0.017256
0.059474,-0.25238,0.041295,-0.07546,0.015231,-0.016997
0.058582,-0.2486,0.040677,-0.074329,0.015002,-0.016742
0.057704,-0.24487,0.040068,-0.073214,0.014777,-0.016491
0.056839,-0.2412,0.039469,-0.072116,0.014555,-0.016244
0.055986,-0.23758,0.038878,-0.071034,0.014336,-0.016
0.055147,-0.23401,0.038296,-0.069969,0.014121,-0.01576
0.05432,-0.2305,0.037722,-0.068919,0.013909,-0.015524
0.053506,-0.22705,0.037158,-0.067886,0.0137,-0.015291
0.052703,-0.22364,0.036601,-0.066867,0.013495,-0.015062
0.051913,-0.22029,0.036053,-0.065864,0.013292,-0.014836
0.051134,-0.21698,0.035513,-0.064877,0.013093,-0.014614
0.050368,-0.21373,0.034982,-0.063903,0.012896,-0.014395
0.049612,-0.21052,0.034458,-0.062945,0.012702,-0.014179
0.048868,-0.20736,0.033942,-0.062001,0.012512,-0.013966
0.048136,-0.20425,0.033434,-0.061071,0.012324,-0.013757
0.047414,-0.20119,0.032933,-0.060155,0.012139,-0.013551
0.046703,-0.19817,0.03244,-0.059252,0.011957,-0.013347
0.046002,-0.1952,0.031954,-0.058363,0.011777,-0.013147
0.045313,-0.19227,0.031475,-0.057488,0.011601,-0.01295
0.044633,-0.18939,0.031004,-0.056626,0.011427,-0.012756
0.043964,-0.18654,0.03054,-0.055776,0.011255,-0.012565
0.043304,-0.18375,0.030082,-0.054939,0.011086,-0.012376
0.042655,-0.18099,0.029632,-0.054115,0.01092,-0.012191
0.042015,-0.17828,0.029188,-0.053303,0.010756,-0.012008
0.041385,-0.1756,0.028751,-0.052504,0.010595,-0.011828
0.040764,-0.17297,0.02832,-0.051716,0.010436,-0.01165
0.040153,-0.17037,0.027896,-0.05094,0.010279,-0.011476
0.039551,-0.16782,0.027478,-0.050176,0.010125,-0.011303
0.038958,-0.1653,0.027066,-0.049424,0.0099729,-0.011134
0.038373,-0.16282,0.026661,-0.048682,0.0098233,-0.010967
0.037798,-0.16038,0.026261,-0.047952,0.0096759,-0.010802
0.037231,-0.15797,0.025868,-0.047232,0.0095308,-0.01064
0.036672,-0.1556,0.02548,-0.046524,0.0093878,-0.01048
0.036122,-0.15327,0.025099,-0.045826,0.0092469,-0.010323
0.035581,-0.15097,0.024723,-0.045139,0.0091082,-0.010168
0.035047,-0.1487,0.024352,-0.044461,0.0089715,-0.010015
0.034521,-0.14647,0.023988,-0.043794,0.0088369,-0.009865
0.034003,-0.14428,0.023628,-0.043138,0.0087044,-0.0097168
0.033493,-0.14211,0.023274,-0.04249,0.0085738,-0.0095709
0.032991,-0.13998,0.022925,-0.041853,0.0084451,-0.009427
0.032496,-0.13788,0.022582,-0.041225,0.0083184,-0.0092854
0.032009,-0.13581,0.022244,-0.040607,0.0081936,-0.0091458
0.031529,-0.13378,0.02191,-0.039998,0.0080707,-0.0090083
0.031056,-0.13177,0.021582,-0.039398,0.0079496,-0.0088729
0.03059,-0.12979,0.021259,-0.038807,0.0078303,-0.0087394
0.030131,-0.12785,0.02094,-0.038225,0.0077128,-0.008608
0.029679,-0.12593,0.020626,-0.037651,0.0075971,-0.0084784
0.029234,-0.12404,0.020317,-0.037087,0.0074831,-0.0083508
0.028795,-0.12218,0.020013,-0.03653,0.0073708,-0.0082251
0.028363,-0.12035,0.019713,-0.035982,0.0072602,-0.0081013
0.027938,-0.11854,0.019418,-0.035443,0.0071513,-0.0079792
0.027519,-0.11676,0.019127,-0.034911,0.0070439,-0.007859
0.027106,-0.11501,0.01884,-0.034388,0.0069382,-0.0077406
0.026699,-0.11329,0.018558,-0.033872,0.0068341,-0.0076239
0.026299,-0.11159,0.01828,-0.033364,0.0067315,-0.0075089
0.025904,-0.10991,0.018006,-0.032863,0.0066305,-0.0073956
0.025515,-0.10826,0.017736,-0.032371,0.006531,-0.007284
0.025133,-0.10664,0.01747,-0.031885,0.0064329,-0.0071741
0.024756,-0.10504,0.017208,-0.031407,0.0063363,-0.0070657
0.024384,-0.10346,0.016951,-0.030936,0.0062412,-0.006959
0.024018,-0.10191,0.016697,-0.030472,0.0061475,-0.0068538
0.023658,-0.10038,0.016446,-0.030015,0.0060552,-0.0067502
0.023303,-0.098878,0.0162,-0.029565,0.0059643,-0.0066481
0.022953,-0.097395,0.015957,-0.029122,0.0058747,-0.0065475
0.022609,-0.095934,0.015718,-0.028685,0.0057865,-0.0064483
0.02227,-0.094495,0.015483,-0.028255,0.0056996,-0.0063506
0.021936,-0.093077,0.015251,-0.027832,0.005614,-0.0062544
0.021607,-0.091681,0.015022,-0.027414,0.0055297,-0.0061595
0.021282,-0.090306,0.014797,-0.027003,0.0054466,-0.0060661
0.020963,-0.088951,0.014575,-0.026598,0.0053648,-0.005974
0.020649,-0.087617,0.014357,-0.0262,0.0052842,-0.0058833
0.020339,-0.086302,0.014142,-0.025807,0.0052048,-0.0057938
0.020034,-0.085008,0.01393,-0.02542,0.0051265,-0.0057057
0.019733,-0.083733,0.013721,-0.025039,0.0050495,-0.0056189
0.019437,-0.082477,0.013516,-0.024664,0.0049736,-0.0055333
0.019145,-0.081239,0.013313,-0.024294,0.0048988,-0.005449
0.018858,-0.080021,0.013114,-0.02393,0.0048252,-0.0053659
0.018575,-0.07882,0.012917,-0.023572,0.0047526,-0.005284
0.018296,-0.077638,0.012724,-0.023218,0.0046812,-0.0052034
0.018022,-0.076473,0.012533,-0.02287,0.0046108,-0.0051238
0.017751,-0.075326,0.012345,-0.022528,0.0045414,-0.0050455
0.017485,-0.074196,0.01216,-0.02219,0.0044731,-0.0049682
0.017223,-0.073083,0.011978,-0.021858,0.0044058,-0.0048921
0.016964,-0.071987,0.011799,-0.02153,0.0043395,-0.0048171
0.01671,-0.070907,0.011622,-0.021208,0.0042742,-0.0047431
0.016459,-0.069844,0.011448,-0.02089,0.0042099,-0.0046703
0.016212,-0.068796,0.011276,-0.020577,0.0041465,-0.0045984
0.015969,-0.067764,0.011108,-0.020269,0.0040841,-0.0045276
0.015729,-0.066747,0.010941,-0.019966,0.0040226,-0.0044579
0.015493,-0.065746,0.010777,-0.019667,0.0039621,-0.0043891
0.015261,-0.06476,0.010616,-0.019372,0.0039024,-0.0043213
0.015032,-0.063788,0.010457,-0.019082,0.0038436,-0.0042545
0.014806,-0.062831,0.0103,-0.018796,0.0037857,-0.0041887
0.014584,-0.061889,0.010146,-0.018515,0.0037287,-0.0041238
0.014365,-0.060961,0.0099941,-0.018238,0.0036725,-0.0040598
0.014149,-0.060046,0.0098444,-0.017965,0.0036171,-0.0039967
0.013937,-0.059145,0.009697,-0.017696,0.0035626,-0.0039345
0.013728,-0.058258,0.0095518,-0.017431,0.0035089,-0.0038732
0.013522,-0.057384,0.0094088,-0.01717,0.003456,-0.0038128
0.013319,-0.056523,0.009268,-0.016913,0.0034039,-0.0037533
0.013119,-0.055675,0.0091292,-0.01666,0.0033525,-0.0036946
0.012922,-0.05484,0.0089926,-0.016411,0.003302,-0.0036367
0.012728,-0.054017,0.008858,-0.016166,0.0032521,-0.0035796
0.012537,-0.053207,0.0087254,-0.015924,0.0032031,-0.0035234
0.012349,-0.052409,0.0085948,-0.015686,0.0031547,-0.003468
0.012164,-0.051623,0.0084662,-0.015451,0.0031071,-0.0034133
0.011981,-0.050848,0.0083395,-0.01522,0.0030602,-0.0033594
0.011802,-0.050085,0.0082147,-0.014993,0.003014,-0.0033063
0.011625,-0.049334,0.0080918,-0.014768,0.0029684,-0.0032539
0.01145,-0.048594,0.0079707,-0.014548,0.0029236,-0.0032022
0.011278,-0.047865,0.0078514,-0.01433,0.0028794,-0.0031513
0.011109,-0.047147,0.007734,-0.014116,0.0028359,-0.0031011
0.010942,-0.04644,0.0076183,-0.013905,0.0027931,-0.0030516
0.010778,-0.045743,0.0075043,-0.013697,0.0027508,-0.0030028
0.010616,-0.045057,0.0073921,-0.013493,0.0027092,-0.0029547
0.010457,-0.044381,0.0072816,-0.013291,0.0026683,-0.0029072
0.0103,-0.043715,0.0071727,-0.013093,0.0026279,-0.0028605
0.010146,-0.043059,0.0070654,-0.012897,0.0025881,-0.0028143
0.0099933,-0.042413,0.0069598,-0.012704,0.002549,-0.0027688
0.0098434,-0.041777,0.0068557,-0.012515,0.0025104,-0.002724
0.0096956,-0.04115,0.0067533,-0.012328,0.0024724,-0.0026798
0.0095501,-0.040533,0.0066523,-0.012144,0.0024349,-0.0026362
0.0094068,-0.039925,0.0065529,-0.011963,0.0023981,-0.0025932
0.0092657,-0.039326,0.006455,-0.011784,0.0023617,-0.0025508
0.0091266,-0.038736,0.0063585,-0.011608,0.0023259,-0.0025089
0.0089897,-0.038155,0.0062635,-0.011435,0.0022907,-0.0024677
0.0088548,-0.037582,0.00617,-0.011264,0.002256,-0.0024271
0.0087219,-0.037018,0.0060778,-0.011096,0.0022218,-0.002387
0.008591,-0.036463,0.005987,-0.010931,0.0021881,-0.0023474
0.0084621,-0.035916,0.0058976,-0.010768,0.0021549,-0.0023084
0.0083351,-0.035377,0.0058096,-0.010607,0.0021222,-0.00227
0.00821,-0.034846,0.0057228,-0.010449,0.0020899,-0.002232
0.0080868,-0.034323,0.0056374,-0.010293,0.0020582,-0.0021946
0.0079655,-0.033808,0.0055533,-0.01014,0.002027,-0.0021577
0.007846,-0.033301,0.0054704,-0.0099887,0.0019962,-0.0021214
0.0077282,-0.032802,0.0053888,-0.0098398,0.0019658,-0.0020855
0.0076123,-0.032309,0.0053084,-0.0096932,0.0019359,-0.0020501
0.007498,-0.031825,0.0052292,-0.0095488,0.0019065,-0.0020152
0.0073855,-0.031347,0.0051512,-0.0094065,0.0018775,-0.0019808
0.0072747,-0.030877,0.0050744,-0.0092664,0.0018489,-0.0019468
0.0071655,-0.030414,0.0049987,-0.0091284,0.0018208,-0.0019133
0.007058,-0.029957,0.0049242,-0.0089925,0.0017931,-0.0018803
0.0069521,-0.029508,0.0048508,-0.0088586,0.0017658,-0.0018477
0.0068478,-0.029065,0.0047785,-0.0087267,0.0017389,-0.0018156
0.006745,-0.028629,0.0047073,-0.0085968,0.0017124,-0.0017839
0.0066438,-0.028199,0.0046372,-0.0084689,0.0016863,-0.0017526
